product_id,product_name,price
10002,inflatable political globe,1.1654545454545455
10080,groovy cactus inflatable,0.3575
10120,doggy rubber,0.21
10123c,hearts wrapping tape,0.65
10124a,spots on red bookcover tape,0.42
10124g,army camo bookcover tape,0.42
10125,mini funky design tapes,0.8945283018867924
10133,colouring pencils brown tube,0.6413861386138614
10135,colouring pencils brown tube,1.3889655172413793
11001,asstd design racing car pen,1.7691935483870966
15030,fan black frame,0.29
15034,paper pocket traveling fan,0.4092424242424242
15036,assorted colours silk fan,1.0640856031128403
15039,sandalwood fan,1.2422535211267607
15044a,pink paper parasol,3.5848387096774195
15044b,blue paper parasol,3.6182352941176474
15044c,purple paper parasol,3.91
15044d,red paper parasol,3.471904761904762
15056bl,edwardian parasol black,7.175235602094241
15056n,edwardian parasol natural,8.031692307692309
15056p,edwardian parasol pink,7.04046511627907
15058a,blue polkadot garden parasol,8.969347826086956
15058b,pink polkadot garden parasol,10.133617021276596
15058c,ice cream design garden parasol,9.367142857142856
15060b,fairy cake design umbrella,4.911538461538462
16008,small folding scissorpointed edge,0.13
16010,folding camping scissor wknif  s,0.12
16011,animal stickers,0.21
16012,fooddrink sponge stickers,0.21
16014,small chinese style scissor,0.395
16015,medium chinese style scissor,0.48133333333333334
16016,large chinese style scissor,0.85
16020c,clear stationery box set,0.834
16033,mini highlighter pens,0.12
16043,pop art push down rubber,0.12
16045,popart wooden pencils asst,0.04342857142857143
16046,teatime pen case  pens,0.85
16048,teatime round pencil sharpener,0.2710810810810811
16049,teatime gel pens asst,0.21999999999999997
16052,teatime push down rubber,0.6828571428571429
16054,popart rect pencil sharpener asst,0.12
16151a,flowers handbag blue and orange,1.25
16156l,wrap carousel,0.42
16156s,wrap pink fairy cakes,0.4162376237623762
16161g,wrap bad hair day,0.1
16161p,wrap english rose,0.41933333333333334
16161u,wrap suki and friends,0.41910447761194025
16162l,the king gift bag,0.65
16162m,the king gift bag 25x24x12cm,0.42
16168m,funky monkey gift bag medium,0.6083333333333333
16169e,wrap 50s  christmas,0.4128358208955224
16169k,wrap folk art,0.42
16169m,wrap daisy carpet,0.42
16169n,wrap blue russian folkart,0.42
16169p,wrap green russian folkart,0.42
16202b,pastel blue photo album,0.5
16202e,black photo album,1.7625
16206b,red purse with pink heart,1.25
16207a,pink strawberry handbag,2.6527999999999996
16207b,pink heart red handbag,2.8191666666666664
16216,letter shape pencil sharpener,0.14304347826086958
16218,cartoon  pencil sharpeners,0.23
16219,house shape pencil sharpener,0.47210526315789475
16225,rattle snake eggs,1.6878260869565218
16235,recycled pencil with rabbit eraser,0.3132183908045977
16236,kitty pencil erasers,0.3044927536231884
16237,sleeping cat erasers,0.2991946308724832
16238,party time pencil erasers,0.2924242424242424
16244b,maxwell 2 tone blue 60 page photo a,1.95
16248b,blue hole punch,1.25
16254,transparent acrylic tape dispenser,1.1842857142857142
16258a,swirly circular rubbers in bag,0.6234615384615385
16259,piece of camo stationery set,0.08928571428571429
17001,heavens scent fragrance oils asstd,0.29
17003,brocade ring purse,0.3622727272727273
17011f,origami sandlewood incenseflower,2.32
17012a,origami vanilla incensecandle set,2.158888888888889
17012b,origami jasmine incensecandle set,1.8987755102040815
17012c,origami lavender incensecandl set,1.8893181818181817
17012d,origami rose incensecandle set,1.9151923076923079
17012e,origami opium incensecandle set,2.1816666666666666
17012f,origami sandlewood incensecand set,1.7677966101694915
17013d,origami rose incense in tube,1.08625
17014a,origami vanilla incense cones,1.175
17021,namaste swagat incense,0.29225806451612907
17038,porcelain budah incense holder,0.38899999999999996
17084a,tranquility masala incense,0.21
17084j,love potion masala incense,0.21000000000000002
17084n,fairy dreams incense,0.34649122807017546
17084p,dragons blood incense,0.355
17084r,assorted incense pack,0.20375
17090a,lavender incense 40 cones in tin,1.1166666666666667
17090d,vanilla incense 40 cones in tin,1.25
17091a,lavender incense in tin,0.7878571428571428
17091j,vanilla incense in tin,0.6295833333333333
17096,assorted laquered incense holders,0.32076923076923075
17107d,flower fairy 5 drawer liners,2.55
17109d,adjustment,0.19
17129f,blue glass gems in bag,1.3144827586206895
17136a,blue stones on wire for candle,0.07272727272727274
17164b,ass col small sand gecko pweight,0.42000000000000004
17165d,ass col large sand frog pweight,1.05
17191a,rose flower candleincense 16x16cm,3.75
18007,essential balm 3.5g tin in envelope,0.27999999999999997
18094c,white and blue ceramic oil burner,2.0454545454545454
18097a,pink tall porcelain t-light holder,2.55
18097c,white tall porcelain t-light holder,3.139473684210526
18098c,porcelain butterfly oil burner,3.6788372093023254
20615,blue polkadot passport cover,2.5716981132075474
20616,cherry blossom passport cover,1.9754545454545454
20617,first class passport cover,2.1230434782608696
20618,queen of the skies passport cover,1.954102564102564
20619,tropical passport cover,2.1528260869565217
20622,vippassport cover,2.566818181818182
20652,blue polkadot luggage tag,1.561
20653,cherry blossom luggage tag,1.420625
20654,first class luggage tag,1.3940909090909093
20655,queen of skies luggage tag,1.7556862745098039
20657,tropical luggage tag,1.843125
20658,red retrospot luggage tag,1.6730434782608694
20659,economy luggage tag,1.6266666666666667
20661,blue polkadot purse,3.522307692307692
20662,first class holiday purse,2.83
20663,queen of the skies holiday purse,2.5462499999999997
20664,tropical holiday purse,2.558
20665,red retrospot purse,3.988227848101266
20666,economy holiday purse,2.0414285714285714
20667,cherry blossom purse,2.5144444444444445
20668,disco ball christmas decoration,0.16769230769230767
20669,red heart luggage tag,1.7242372881355932
20670,vip holiday purse,2.656
20671,blue teatime print bowl,1.25
20674,green polkadot bowl,1.6340336134453781
20675,blue polkadot bowl,1.5548344370860927
20676,red retrospot bowl,1.6598275862068965
20677,pink polkadot bowl,1.6557377049180328
20678,large black diamante hairslide,1.65
20679,edwardian parasol red,7.007396449704142
20681,pink polkadot childrens umbrella,3.9427999999999996
20682,red retrospot childrens umbrella,3.944146341463415
20684,strawberry dream childs umbrella,3.25
20685,doormat red retrospot,8.938141592920354
20686,dolly mixture childrens umbrella,3.915
20694,floral pink monster,5.266
20695,floral blue monster,4.25
20696,floral soft car toy,4.792105263157895
20697,little green monster soft toy,2.55
20698,little pink monster soft toy,2.55
20699,mousey long legs soft toy,3.0135999999999994
20700,green cat floral cushion cover,5.18
20701,pink cat floral cushion cover,4.054
20702,pink padded mobile,4.25
20703,blue padded soft mobile,4.25
20704,mr robot soft toy,6.81
20705,mrs robot soft toy,5.026923076923077
20707,crazy daisy heart decoration,1.0242857142857142
20711,jumbo bag toys,3.115875912408759
20712,jumbo bag woodland animals,2.918656387665198
20713,jumbo bag owls,2.676742857142857
20716,party food shopper bag,1.4446875
20717,strawberry shopper bag,1.640334928229665
20718,red retrospot shopper bag,1.8160616438356163
20719,woodland charlotte bag,1.1965914221218963
20723,strawberry charlotte bag,1.1558743169398908
20724,red retrospot charlotte bag,1.1476576576576576
20725,lunch bag red retrospot,2.0962241169305726
20726,lunch bag woodland,2.2073577981651376
20727,lunch bag  black skull.,2.1638781163434904
20728,lunch bag cars blue,2.0524361158432707
20731,posy candy bag,1.124
20733,gold mini tape measure,0.848611111111111
20734,silver mini tape measure,1.8099999999999998
20735,black mini tape measure,1.135614035087719
20748,kensington coffee set,12.75
20749,assorted colour mini cases,8.011197916666667
20750,red retrospot mini cases,8.133349753694581
20751,funky washing up gloves assorted,2.336306306306306
20752,blue polkadot washing up gloves,2.4827500000000002
20754,retrospot red washing up gloves,2.585093167701863
20755,blue paisley pocket book,0.9728125
20756,green fern pocket book,0.85
20757,red daisy pocket book,0.8933333333333332
20758,abstract circles pocket book,0.8499999999999999
20759,chrysanthemum pocket book,0.85
20760,garden path pocket book,0.85
20761,blue paisley sketchbook,4.409411764705882
20762,green fern sketchbook,4.140526315789474
20763,daisy sketchbook,4.099444444444445
20764,abstract circles sketchbook,4.473225806451612
20765,chrysanthemum sketchbook,4.1911764705882355
20766,garden path sketchbook,4.475769230769231
20767,blue paisley journal,2.8307142857142855
20768,green fern journal,2.701851851851852
20769,daisy journal,2.875
20770,abstract circle journal,2.4974074074074073
20771,chrysanthemum  journal,2.630909090909091
20772,garden path journal,2.744705882352941
20773,blue paisley notebook,1.65
20774,green fern notebook,1.568695652173913
20775,daisy notebook,1.76675
20777,chrysanthemum notebook,1.7694871794871792
20778,garden path notebook,1.6499999999999997
20780,black ear muff headphones,7.020714285714285
20781,gold ear muff headphones,5.3792857142857144
20782,camouflage ear muff headphones,8.786923076923076
20793,blue tiled tray,6.75
20794,blue  tile hook,3.123333333333333
20795,large blue provencal ceramic ball,2.3255555555555554
20796,small blue provencal ceramic ball,2.06
20798,clear milkshake glass,2.0100000000000002
20801,large pink glass sundae dish,1.7531428571428571
20802,small glass sundae dish clear,1.8693103448275863
20803,small pink glass sundae dish,0.9026086956521739
20816,gold flower cushion cover,1.95
20818,gold teddy bear,7.62
20819,silver teddy bear,4.05
20820,silver looking mirror,4.95
20821,goldie looking mirror,4.95
20823,gold wine goblet,0.79
20826,silver aperitif glass,0.39
20827,gold aperitif glass,0.39
20828,glitter butterfly clips,3.151363636363636
20829,glitter hanging butterfly string,2.484814814814815
20830,silver photo frame,2.860526315789474
20831,gold photo frame,2.7383333333333333
20832,red flock love heart photo frame,0.7176923076923076
20835,french lattice cushion cover,2.868
20836,french paisley cushion cover,0.83
20837,french floral cushion cover,0.83
20838,french lattice cushion cover,1.9761538461538461
20839,french paisley cushion cover,2.3105660377358492
20840,french floral cushion cover,2.1933333333333334
20845,zinc heart lattice 2 wall planter,6.35
20846,zinc heart lattice t-light holder,1.6523809523809525
20847,zinc heart lattice charger large,5.385714285714286
20848,zinc heart lattice charger small,2.9500000000000006
20851,zinc heart lattice tray oval,5.95
20854,blue patch purse pink heart,1.6412
20856,denim patch purse pink butterfly,1.645625
20857,blue rose patch purse pink butterfl,1.65
20860,gold cosmetics bag with butterfly,2.1
20861,gold cosmetic bag pink star,2.1
20866,blue rose fabric mirror,1.4202272727272727
20867,pink rose fabric mirror,1.35625
20868,silver fabric mirror,0.741904761904762
20869,gold fabric mirror,0.6944444444444444
20878,set9 christmas t-lights scented,1.25
20886,box of 9 pebble candles,2.6437037037037037
20893,hanging bauble t-light holder small,2.8593333333333333
20894,hanging bauble t-light holder large,3.982727272727273
20897,vintage notebook paris days,2.6553846153846155
20898,vintage notebook travelogue,2.33625
20901,vintage keepsake box pink flower,4.685
20902,vintage keepsake box paris days,7.375
20903,vintage keepsake box travelogue,5.101666666666667
20906,vintage notebook beauty girl,2.95
20910,vintage photo album paris days,6.35
20914,set5 red retrospot lid glass bowls,3.2540329218107
20931,blue pot plant candle,5.404137931034483
20932,pink pot plant candle,3.9499999999999997
20933,yellow pot plant candle,3.1100000000000003
20934,set3 pot plant candles,7.800625
20935,round cactus candle,2.9500000000000006
20936,forked cactus candle,3.668823529411765
20941,frog candle,1.3645454545454545
20956,porcelain t-light holders assorted,1.746315789473684
20957,porcelain hanging bell small,1.45
20960,watermelon bath sponge,2.4899999999999998
20961,strawberry bath sponge,1.7842105263157895
20963,apple bath sponge,1.837280701754386
20966,sandwich bath sponge,1.8377272727272727
20967,grey floral feltcraft shoulder bag,3.971764705882353
20969,red floral feltcraft shoulder bag,4.383788819875776
20970,pink floral feltcraft shoulder bag,4.249603174603175
20971,pink blue felt craft trinket box,1.4423396226415093
20972,pink cream felt craft trinket box,1.4193636363636364
20973,12 pencil small tube woodland,0.8043979057591624
20974,12 pencils small tube skull,0.7457512953367876
20975,12 pencils small tube red retrospot,0.7395604395604395
20977,36 pencils tube woodland,1.4969
20978,36 pencils tube skulls,1.6165079365079367
20979,36 pencils tube red retrospot,1.5612422360248446
20980,36 pencils tube posy,1.0561538461538462
20981,12 pencils tall tube woodland,0.9239655172413792
20982,12 pencils tall tube skulls,0.9661016949152542
20983,12 pencils tall tube red retrospot,0.9291666666666666
20984,12 pencils tall tube posy,0.3736144578313253
20985,heart calculator,1.6201492537313433
20986,blue calculator ruler,1.6040579710144927
